ID,Description,code,Unit,Deleted,enabled,kgperunit
642,Slab Stage - Up to 250 sqm,Masteron-New-upto250-1,Number,0,1,1
643,Slab Stage - Up to 250 sqm,Masterton-New-upto250-1,Number,0,1,1
644,Slab Stage - Up to 300 sqm,1st Stage - Up to 300 m2,Number,0,0,1
645,Slab Stage - Up to 300 sqm,1st Stage SC - Up to 300m2,Number,0,0,1
646,Slab Stage - Up to 300 sqm,oldEden/Con-Und300-1,Number,0,0,1
647,Spoil Removal - per tonne,Spoil Removal- Min3T,Tonne,0,1,1000
648,Steel,Steel,Kilo,0,1,1
649,Supply and Spread Driveway Material Local,Driveways -  Local,Number,0,1,1
650,Supply and Spread Driveway Material Travel,Driveways -Travel,Number,0,1,1
651,Tidy Site,Tidy Site,Number,0,1,1
652,Timber,Timber,Kilo,0,1,1
653,Tip Fees -,MAST-TIP FEES,Number,0,1,1
654,Tip Fees -,MAST-TIP FEES- SC,Number,0,1,1
655,Travel Fee,Travel Fee,Number,0,1,1
656,Travel Fee,Travel Fee SC,Number,0,1,1
657,Truck Hire - per hour,Truck Hire,Number,0,1,1
658,Wire Wall Ties 300mm Heavy Duty (RED WIRE),Wall Ties Heavy 300mm -124028,Number,0,1,1
659,Gyprock Bag Set up,Gyprock Bag Set up,Number,0,1,1
660,Pickup,Pickup,Number,0,1,1
661,Delivery Fee,Delivery Fee,Misc,0,1,0
662,1st Clean - Double Storey - Over 400 sqm,ELM-OLD-D-OVER400-1,Number,0,1,1
663,1st Clean - Double Storey - Up to 400 sqm,ELM-OLD-D-UND400-1,Number,0,1,1
664,Final Clean - Double Storey - Over 400 sqm,ELM-OLD-D-OVER400-2,Number,0,1,1
665,Final Clean - Double Storey - Up to 400 sqm,ELM-OLD-D-UND400-2,Number,0,1,1
666,Internal House Clean 1,Edgewater Homes - Int Clean 1,Number,0,1,1
667,Internal House Clean 2,Edgewater Homes - Int Clean 2,Number,0,1,1
668,Travel Fee,NewEdge/Living Travel Fee,Number,0,1,1
669,Steel Bin Change Over,Steel Bin change over,Number,0,1,1
670,Steel Bin Pick up No Replacement,Steel Bin Pick up No replace,Number,0,1,1
671,SAND RSS White Bricklayers in a  Bulka Bag,124891,Tonne,0,1,1000
672,SAND RSS White Bricklayers,124890,Tonne,0,1,1000
673,1 Tonne Bag Pick up,1 Tonne Bag Pick up,Number,0,1,1
674,Pick up Fee,Pick up Fee,Number,0,1,1
675,Bin lids per kilo,Bin Lids,Kilo,0,1,1
676,HDPE Granulated Plastic Bags per kilo,HDPE BAGS,Kilo,0,1,1
677,Polypropylene Bales per kilo,PP Bales,Kilo,0,1,1
678,Pallet of Bricks,Pallet of Bricks,Number,0,1,1
679,Blue Metal Sand for Core Fill,BlueMetalSand,Tonne,0,1,1000
681,Soilco Delivery Charge,Soilco-Delivery$110+GST,Number,0,1,1
682,Brick/Cladding Stage - (Please see job for price),2nd Stage - Special Price,Number,0,1,1
683,Final Stage - (Please see job for price),Final Stage - Special Price,Number,0,1,1
684,Gyprock Stage - (Please see job for price),3rd Stage - Special Price,Number,0,1,1
685,Slab Stage - (Please see job for price),1st Stage - Special Price,Number,0,1,1
686,Travel Fee No Charge to Client,Travel Fee No Charge NEW,Number,0,1,1
687,Steel Bin To Site,Steel Bin To Site,Number,0,1,1
688,LDPE - Granulated Light Plastic,LDPE - Plastic,Kilo,0,1,1
689,Bestbond - 2 Litre,Bestbond-2L,Number,0,1,1
690,Bestbond - 20 Litre,Bestbond-20L,Number,0,1,1
691,Bestbond - 4 Litre,Bestbond-4L,Number,0,1,1
692,Bondcrete - 2 Litre,Bondcrete-2L,Number,0,1,1
693,Bondcrete - 20 Litre,Bondcrete-20L,Number,0,1,1
694,Bondcrete - 4 Litre,Bondcrete-4L,Number,0,1,1
695,1st Clean - Per Duplex,ELM-OLD-Duplex-1,Number,0,1,1
696,Final Clean - per Duplex,Elm-OLD-Duplex-2,Number,0,1,1
697,Paveset 20kg - Gap filling for paving,Paveset 20kg - 124544,Number,0,1,1
698,Landscape Blend White Pebble 8-14mm in a bulka bag,Pebble White 8-14mm BB- 124780,Number,0,1,1
699,HDPE Un-Granulated Bins per kilo,HDPE Bins,Kilo,0,1,1
700,Gyprock Tip Fees,Gyprock Tip Fees,Number,0,1,1
701,Bag Change Over Charge - McDonald Jones Homes,MDJH - Bag Change Over Charge,Number,0,1,1
702,Bag Pick up No Replacement - McDonald Jones Homes,MDJH - Bag Pickup no Replace,Number,0,1,1
703,Council Spec Road Base - DBG20,DGB20 - 124781,Number,0,1,1000
704,Gyprock Bag Pick up - McDonald Jones Price,Gyprock Bag Charge MDJH,Number,0,1,1
705,Road Base 20mm Scalpings non-spec 500kgs Bulka Bag,Road Base 500kg BB -,Number,0,1,1
706,Demolition Mix Docket:,CanberraConcrete15%,Number,0,1,1
707,Demolition Mix Docket,CanberraConcrete85%,Number,0,1,1
708,1 Tonne Bag to Site - MDJH,1 Tonne Bag to Site,Number,0,1,1
709,1 Cubic Metre Bag Pick up,1 Cubic Metre Bag Pick Up,Number,0,1,1
710,1 Cubic Metre Bag To Site,1 Cubic Metre Bag To Site,Number,0,1,1
711,Pine Bark Mulch in a Bulka Bag,Pine Bark Mulch BB - 124888,Number,0,1,0.25
712,Brick/Cladding Stage -,GJ-SH-OLD-2(BRICK),Number,0,1,1
713,Final Stage -,GJ-SH-OLD-4(FINAL),Number,0,1,1
714,Gyprock Stage -,GJ-SH-OLD-3(Gyprock),Number,0,1,1
715,Slab Stage -,GJ-SH-OLD-1(SLAB),Number,0,1,1
716,Metal 20mm Non Spec 250 kg in a Bulka Bag - 124925,Metal 20mm 250kg in Bulka,Number,0,1,1
717,Metal Dust 250 kg in a Bulka Bag - 124924,Metal Dust 250kg in Bulka Bag,Number,0,1,1
718,Redabar 1200 x 100 x 100 x 8mm - 124896,Rendabar1200x100x8mm,Number,0,1,1
719,Rendabar 2100 x 150 x 100 x 8mm - 124899,Rendabar2100x150x100x8mm,Number,0,1,1
720,Rendabar 3000 x 150 x 100 x 8 mm - 124900,Rendabar3000x150x100x8mm,Number,0,1,1
721,Sand Newcastle 250 kg in Bulka Bag - 124926,Sand Newcastle 250kg in Bulka,Number,0,1,1
722,Labour Hire -  2 Labourers Per Hour,Labour Hire x 2,Number,0,1,1
723,Labour Hire - 3 Labourers Per Hour,Labour Hire x3,Number,0,1,1
724,Labour Hire - 4 Labourer Per Hour,Labour Hire x 4,Number,0,1,1
725,Labour Hire - 5 Labourer Per Hour,Labour Hire x 5,Number,0,1,1
726,Cottage Mulch 1m3,Cottage Mulch 1m3,Number,0,1,1
727,3.0 m x 170 mm x 110 mm Concrete Lintel (124933),3.0 m Concrete Lintel,Number,0,1,1
728,Flat Free Tyre Narrow to suit Brickstom Barrow,Flat Free Tyre Narrow,Number,0,1,1
729,Replacement Tray for Brick Storm Fugly Wheelbarrow,Fugly Wheelbarrow Tray,Number,0,1,1
730,"Saw Blade 14"" Silent Type (Bricks) (124932)","Saw Blade 14"" Silent Type",Number,0,1,1
731,Polyproof (snakeskin) 450mm x 30m x 500 UM EMBOSSE,Polyproof (Snakeskin) 450mm x,Number,0,1,1
732,Treated Pine Slabs,Treated Pine Slabs,Number,0,1,1
733,MET 5-3 S/Steel Column Expansion Ties (124917),MET 5-3 S/S Expansion Ties,Number,0,1,1
734,Masterton Christmas Clean,Mast-Xmas Clean,Number,0,1,1
735,Masterton Christmas Clean South Coast Code,Mast-Xmas Clean Sth Coast,Number,0,1,1
736,Pine Bark Mulch,Pine Bark Mulch,Number,0,1,1
737,Broadway Paver 400 x 400 x 45 (6.25 to the metre),Broadway Paver 400 x 400,Number,0,1,1
738,Camino 50 Paver,Camino 50 Paver,Number,0,1,1
739,Pine Much per cubic metre,Pine Mulch,Number,0,1,1
740,PERFORATED GALVANISED HOOP IRON 15mtr x 25mm x .6m,124036,Number,0,1,0.025
741,Lead DPC 450mm x 3mtr x 20kg,124935,Number,0,1,15
742,Biplas - 5 Litre Dark Admixture For Cement Lime M,Biplas Dark 5 Litre - 124150,Number,0,1,1
743,75 - 150 Gabion - 124939,75 - 150 Gabion - 124939,Number,0,1,1000
744,Sand White Brickies 250 kg in a Bulka Bag,SWB - 250 kg BB - 124939,Number,0,1,250
745,Leaf litter Mulch per cube,Leaf Litter Mulch - 124940,Number,0,0,1
746,Geotextile Bag 1M x 230mm (124928),Geotextile Bag 1M x 230mm,Number,0,1,1
747,4.5 Heavy Duty Galvanised Angle,4.5m HDG Angle - 124794,Number,0,1,1
748,"Prepare Yard, Spread Top Soil and lay Kikuyu turf",Turf Job,Number,0,1,1
749,Whipper Snip Yard - Hourly Hire (Minimum Charge),Whipper Snip (Min 1.5 hrs),Number,0,1,1
750,SAND RSS White Bricklayers 500 kg in a Bulka Bag,SAND RSS WB 500 KG BB - 124912,Number,0,0,1
751,Stubby Ties Z600 Light Duty (with Nails),Stubby Ties Z600 LD -124942,Number,0,1,1
752,Vespol wall Wrap Breather 1350mm x 60mtr,Vespol Wallwrap1350x60- 124916,Number,0,1,1
753,test hari,testhari,Number,0,1,1
754,Water Tank Hire,Water Tank Hire,Number,0,1,1
755,50/70 Cobble Brick and Concrete,50/70 Cobble,Number,0,1,1
756,Brick/Cladding Stage,Reefview-Unit-2,Number,0,1,1
757,Brick/Cladding Stage,Reefview-Unit-2-SC,Number,0,1,1
758,Final stage,Reefview-Unit-4,Number,0,1,1
759,Final stage,Reefview-Unit-4-SC,Number,0,1,1
760,Gyprock Stage,Reefview-Unit-3,Number,0,0,1
761,Gyprock Stage,Reefview-Unit-3-SC,Number,0,0,1
762,Slab Stage,Reefview-Unit-1-SC,Number,0,0,1
763,Slab Stage - Per Unit/Townhouse,Reefview-Unit-1,Number,0,1,1
765,3.000mm x 200mm x 8mm x 200mm x 6 mm Traditional G,3.0 Traditional TBar,Number,0,1,1
766,Brick/Cladding Stage - Single Storey,Bell-SingleStorey-BrickStage,Number,0,1,1
767,Handover Final Stage - Single Storey,Bell-SingleStorey-Handover,Number,0,1,1
768,Grade Site & Tidy up After Slab & Drainage,Bell-SingleStorey-Slab Stage,Number,0,1,1
769,Gyprock Stage - Single Storey,Bell-SingleStorey-GyprockStage,Number,0,1,1
770,Post Frame Stage - Single Storey,Bell-SingleStorey-PostFrame,Number,0,1,1
771,Pre Final Stage - Single Storey,Bell-SingleStorey-FinalStage,Number,0,1,1
772,Spoil Removal Tip Fee Only (No Truck/Plant Hire),Spoil Removal Tip Fee Only,Number,0,1,1
773,75/150 RIVER PEBBLE IN A BULKA BAG,124941,Number,0,1,1000
774,TEST PRODUCT,TP,Tonne,0,1,1000
775,Brick Stage - Single Storey up to 300 sqm,Domaine-Single S-Up to 300-3,Number,0,0,1
776,Final Stage - Single Storey up to 300 sqm,Domaine-Single S-Up to 300-5,Number,0,1,1
777,Post Frame Stage - Single Storey up to 300 sqm,Domaine-Single S-Up to 300-2,Number,0,1,1
778,Gyprock Stage - Single Storey up to 300 sqm,Domaine-Single S-Up to 300-4,Number,0,1,1
779,Slab Stage - Single Storey up to 300 sqm,Domaine-Single S-Up to 300-1,Number,0,1,1
780,20mm Nepean River Pebble,20mm Nepean River Pebble,Tonne,0,1,1000
781,Cottage Blend Mulch in a Bulka Bag (1m) - 124602,Cottage Mulch (1m) in Bulka Ba,Number,0,1,1
782,Heron End Block - Available Left or Right (124538),Heron End Block (124538),Number,0,1,1
783,Brick/Cladding Stage - 250 to 300 sqm,Eden/Con-250-300-2,Number,0,1,1
784,Brick/Cladding Stage - 300 to 400 sqm,Eden/Con-300-400-2,Number,0,1,1
785,Brick/Cladding Stage - 400 to 500 sqm,Eden/Con-400-500-2,Number,0,1,1
786,Brick/Cladding Stage - 500 to 600 sqm,Eden/Con-500-600-2,Number,0,1,1
787,Brick/Cladding Stage - 600 to 700 sqm,Eden/Con-600-700-2,Number,0,1,1
788,Brick/Cladding Stage - Up to 250 sqm,Eden/Con-upto250-2,Number,0,1,1
789,Final Stage - 250 to 300 sqm,Eden/Con-250-300-4,Number,0,1,1
790,Final Stage - 300 to 400 sqm,Eden/Con-300-400-4,Number,0,1,1
791,Final Stage - 400 to 500 sqm,Eden/Con-400-500-4,Number,0,1,1
792,Final Stage - 500 to 600 sqm,Eden/Con-500-600-4,Number,0,1,1
793,Final Stage - 600 to 700 sqm,Eden/Con-600-700-4,Number,0,1,1
794,Final Stage - Up to 250 sqm,Eden/Con-upto250-4,Number,0,1,1
795,Gyprock Stage - 250 to 300 sqm,Eden/Con-250-300-3,Number,0,1,1
796,Gyprock Stage - 300 to 400 sqm,Eden/Con-300-400-3,Number,0,1,1
797,Gyprock Stage - 400 to 500 sqm,Eden/Con-400-500-3,Number,0,1,1
798,Gyprock Stage - 500 to 600 sqm,Eden/Con-500-600-3,Number,0,1,1
799,Gyprock Stage - 600 to 700 sqm,Eden/Con-600-700-3,Number,0,1,1
800,Gyprock Stage - Up to 250 sqm,Eden/Con-upto250-3,Number,0,1,1
801,Slab Stage - 250 to 300 sqm,Eden/Con-250-300-1,Number,0,1,1
802,Slab Stage - 300 to 400 sqm,Eden/Con-300-400-1,Number,0,1,1
803,Slab Stage - 400 to 500 sqm,Eden/Con-400-500-1,Number,0,1,1
804,Slab Stage - 500 to 600 sqm,Eden/Con-500-600-1,Number,0,1,1
805,Slab Stage - 600 to 700 sqm,Eden/Con-600-700-1,Number,0,1,1
806,Slab Stage - Up to 250 sqm,Eden/Con-upto250-1,Number,0,1,1
807,Wheelie Bin drop off,Wheelie Bin drop off,Number,0,1,1
808,Wheelie Bin Pick up,Wheelie Bin Pick up,Number,0,1,1
809,test product condition,test product condition,Number,0,1,1
810,MET 1-2 M/Duty Gal - 38mm w x 1.5mm x 125mm L(100),MET 1-2 Gal Builders Strap,Number,0,1,1
811,Hastings Cap,Hastings Cap (124498),Number,0,1,1
812,RSS White Brick Sand 750 kgs in Bulka Bag (124985),RSS White B/Sand 750kg in BB,Number,0,0,1
813,RSS White Bricklayers Sand - 250kg in Bulka Bag,RSS White B/Sand 250kg in BB,Number,0,0,1
815,Lead 350mm x 3mtr x 20kg (124990),Lead 350 x 3 x 20kg (124990),Number,0,1,1
816,Brick/Cladding Stage - OranParkUnits - 1 off price,Edgewater-OranParkunit-2,Number,0,1,1
817,Final Stage - Oran Park Units - 1 off price,Edgewater-OranPark-Unit-4,Number,0,1,1
818,Gyprock Stage - Oran Park Units - 1 off price,Edgewater-OranParkunit-3,Number,0,1,1
819,Slab Stage - Oran Park Units - 1 off price,Edgewater-OranParkunit-1,Number,0,1,1
820,Sand White Bricklayers - 750kg in bulka bag,Sand White Brickies 750kg  B/B,Number,0,1,0.75
821,Heron Corner Block (124537),Heron Corner Block 124537,Number,0,1,1
822,X Lime 10kg,124997,Number,0,1,1
823,X Lime 4kg,124998,Number,0,1,1
824,Step and Riser 1070mm (124993),Step and Riser 1070mm,Number,0,1,1
825,Step and Riser 920mm (124996),Step and Riser 920mm,Number,0,1,1
826,Landscape Concrete for Footings,Landscape Concrete No Fines,Number,0,1,1
827,Gold Blend Organic Soil m3 (124604),Gold Blend Organic Soil,Number,0,1,1
828,Landscape Install landscape,Landscape Install landscape,Number,0,1,1
829,landscape Nepean Pebble sqm,landscape Nepean Pebble sqm,Number,0,1,1
830,Block walls sqm over 600m High,Landscape Block Wall over 600,Number,0,1,1
831,Timber Walls under 900 sqm High,Landscape Timber Walls > 900mm,Number,0,1,1
832,Landscape Kikuya Turf sqm,Landscape Kikuya Turf sqm,Number,0,1,1
833,Landscape Angles,Landscape Angles,Number,0,1,1
834,Gold Blend Organic Soil in Bulka Bag (124598),Gold Blend Organic Soil in B/B,Number,0,1,1
835,Alligaor Ties Block Galvanised (10) 124038,Alligator Ties Gal (124038),Number,0,1,1
836,Alpine - Various Plants,Alpine - Various Plants,Number,0,1,1
837,4.0m Heavy Duty Gal Angle 150mm x 100m x 10mm,4.0m Heavy Duty Gal Angle,Number,0,1,1
838,Pebble Cowra White 40mm in Bulka Bag,Pebble Cowra White 40mm In Bul,Number,0,1,1
839,Kiln Dried Sand (20kg) Bag (125007),Kiln Dried Sand (20kg) Bag,Kilo,0,1,1
840,Organic Soil (125008),Organic Soil,Number,0,1,1
841,Hoop Iron Plain 30mm x 1.2mm x 30m Rolls,125009,Number,0,1,10
845,Hoop Iron Plain 30mm x 1.2mm x 30m Rolls (125009),Hoop Iron Plain 30mm x 1.2mm x,Number,0,1,1
846,Landscape Mix - 500kg in Bulka Bag (125010),Landscape Mix - 500kg in Bulka,Number,0,1,1
847,Brick/Cladding - Double Storey Over 400 sqm -SC,Clarendon-Double-Over400-2-SC,Number,0,1,1
848,Brick/Cladding -  400 to 500 sqm-SC,Eden/Con-400-500-2-SC,Number,0,1,1
849,Brick/Cladding Stage - 250 sqm to 300 sqm SC,Masterton-New-250-300-2-SC,Number,0,1,1
850,Brick/Cladding Stage - 250 sqm to 300 sqm -SC,NewEdge/Living-250-300-1-SC,Number,0,1,1
851,Brick/Cladding Stage - 250 to 300 sqm-SC,Eden/Con-250-300-2-SC,Number,0,1,1
852,Brick/Cladding Stage - 300 sqm to 400 sqm - SC,NewEdge/Living-300-400-1-SC,Number,0,1,1
853,Brick/Cladding Stage - 300 to 400 sqm SC,Rawson/Evolution SC-300-400-2,Number,0,1,1
854,Brick/Cladding Stage - 400 sqm to 500 sqm - SC,NewEdge/Living-400-500-1-SC,Number,0,1,1
855,Brick/Cladding Stage - 400 to 500 sqm SC,Rawson/EvolutionSC-400-500-2,Number,0,1,1
856,Brick/Cladding Stage - 500 sqm to 600 sqm - SC,NewEdge/Living-500-600-1-SC,Number,0,1,1
857,Brick/Cladding Stage - 500 to 600 sqm SC,Rawson/EvolutionSC-500-600-2,Number,0,1,1
858,Brick/Cladding Stage - 500 to 600 sqm -SC,Eden/Con-500-600-2-SC,Number,0,1,1
859,Brick/Cladding Stage - 600 sqm to 700 sqm -SC,NewEdge/Living-600-700-1-SC,Number,0,1,1
860,Brick/Cladding Stage - 600 to 700 sqm SC,Rawson/EvolutionSC-600-700-2,Number,0,1,1
861,Brick/Cladding Stage - 600 to 700 sqm-SC,Eden/Con-600-700-2-SC,Number,0,1,1
862,Brick/Cladding Stage - Single Storey Over 300 sqm-,Clarendon-SIngle-Over300-2-SC,Number,0,1,1
863,Brick/Cladding Stage - Unit/Townhouses - SC,Clarendon-Unit - 2-SC,Number,0,1,1
864,Brick/Cladding Stage - Up to 250 sqm - SC,NewEdge/Living-Upto250-1-SC,Number,0,1,1
865,Brick/Cladding Stage - Up to 250 sqm SC,Masterton-New-upto250-2-SC,Number,0,1,1
866,Brick/Cladding Stage - Up to 250 sqm- SC,Eden/Con-upto250-2-SC,Number,0,1,1
867,Brick/Cladding Stage - Up to 300sqm SC,Rawson/Evolution SC-upto300-2,Number,0,1,1
868,Brick/Cladding Stage -300 to 400 sqm-SC,Eden/Con-300-400-2-SC,Number,0,1,1
869,Brick/Cladding Stage- Single Storey Up to 300 sqm-,Clarendon-Single-Und300-2-SC,Number,0,1,1
870,Final Stage - 250 sqm to 300 sqm SC,Masterton-New-250-300-4-SC,Number,0,1,1
871,Final Stage - 250 sqm to 300 sqm -SC,NewEdge/Living-250-300-2-SC,Number,0,1,1
872,Final Stage - 250 to 300 sqm-SC,Eden/Con-250-300-4-SC,Number,0,1,1
873,Final Stage - 300 sqm to 400 sqm -SC,NewEdge/Living-300-400-2-SC,Number,0,1,1
874,Final Stage - 300 to 400 sqm SC,Rawson/EvolutionSC-300-400-4,Number,0,1,1
875,Final Stage - 300 to 400 sqm-SC,Eden/Con-300-400-4-SC,Number,0,1,1
876,Final Stage - 400 sqm to 500 sqm -SC,NewEdge/Living-400-500-2-SC,Number,0,1,1
877,Final Stage - 400 to 500 sqm SC,Rawson/EvolutionSC-400-500-4,Number,0,1,1
878,Final Stage - 400 to 500 sqm -SC,Eden/Con-400-500-4-SC,Number,0,1,1
879,Final Stage - 500 sqm to 600 sqm -SC,NewEdge/Living-500-600-2-SC,Number,0,1,1
880,Final Stage - 500 to 600 sqm SC,Rawson/EvolutionSC-500-600-4,Number,0,1,1
881,Final Stage - 500 to 600 sqm-SC,Eden/Con-500-600-4-SC,Number,0,1,1
882,Final Stage - 600 sqm to 700 sqm - SC,NewEdge/Living-600-700-2-SC,Number,0,1,1
883,Final Stage - 600 to 700 sqm SC,Rawson/EvolutionSC-600-700-4,Number,0,1,1
884,Final Stage - 600 to 700 sqm -SC,Eden/Con-600-700-4-SC,Number,0,1,1
885,Final Stage - Double Storey Over 400sqm - SC,Clarendon-Double-Over400-4-SC,Number,0,1,1
886,Final Stage - Single Storey Over 300 sqm - SC,Clarendon-Single-Over300-4-SC,Number,0,1,1
887,Final Stage - Single Storey Up to 300 sqm-SC,Clarendon-Single-Und300-4-SC,Number,0,1,1
888,Final Stage - Units/Townhouses-SC,Clarendon-Unit-4-SC,Number,0,1,1
889,Final Stage - Up to 250 sqm SC,Masterton-New-upto250-4-SC,Number,0,1,1
890,Final Stage - Up to 250 sqm -SC,Eden/Con-up to250-4-SC,Number,0,1,1
891,Final Stage - Up to 250 sqm-SC,NewEdge/Living-Upto250-2-SC,Number,0,1,1
892,Final Stage - Up to 300 sqm SC,Rawson/Evolution SC-upto300-4,Number,0,1,1
893,Gyprock Stage - 250 sqm to 300 sqm SC,Masterton-New-250-300-3-SC,Number,0,1,1
894,Gyprock Stage - 300 to 400 sqm SC,Rawson/EvolutionSC-300-400-3,Number,0,1,1
895,Gyprock Stage - 300 to 400 sqm -SC,Eden/Con-300-400-3-SC,Number,0,1,1
896,Gyprock Stage - 400 to 500 sqm SC,Rawson/EvolutionSC-400-500-3,Number,0,1,1
897,Gyprock Stage - 400 to 500 sqm -SC,Eden/Con-400-500-3-SC,Number,0,1,1
898,Gyprock Stage - 500 to 600 sqm SC,Rawson/EvolutionSC-500-600-3,Number,0,1,1
899,Gyprock Stage - 500 to 600 sqm-SC,Eden/Con-500-600-3-SC,Number,0,1,1
900,Gyprock Stage - 600 to 700 sqm SC,Rawson/EvolutionSC-600-700-3,Number,0,1,1
901,Gyprock Stage - Double Storey Over 400 sqm -SC,Clarendon-Double-Over400-3-SC,Number,0,1,1
902,Gyprock Stage - Single Storey Over 300sqm-SC,Clarendon-Single-Over300-3-SC,Number,0,1,1
903,Gyprock Stage - Single Storey Up to 300 sqm - SC,Clarendon-Single-Und300-3-SC,Number,0,1,1
904,Gyprock Stage - Unit/Townhouses -SC,Clarendon-Unit-3-SC,Number,0,1,1
905,Gyprock Stage - Up to 250 sqm - SC,Eden/Con-upto250-3-SC,Number,0,1,1
906,Gyprock Stage - Up to 250 sqm SC,Masterton-New-upto250-3-SC,Number,0,1,1
907,Gyprock Stage - up to 300 sqm -SC,Rawson/Evolution SC-300-3,Number,0,1,1
908,Gyprock Stage -250 to 300sqm-SC,Eden/Con-250-300-3-SC,Number,0,1,1
909,Gyprock Stage -600 to 700 sqm -SC,Eden/Con-600-700-3-SC,Number,0,1,1
910,Slab Stage - 250 sqm to 300 sqm SC,Masterton-New-250-300-1-SC,Number,0,1,1
911,Slab Stage - 300 to 400 sqm SC,Rawson/EvolutionSC -300-400-1,Number,0,1,1
912,Slab Stage - 400 to 500 sqm SC,Rawson/EvolutionSC-400-500-1,Number,0,1,1
913,Slab Stage - 400 to 500 sqm -SC,Eden/Con-400 -500-1-SC,Number,0,1,1
914,Slab Stage - 500 to 600 sqm SC,Rawson/EvolutionSC-500-600-1,Number,0,1,1
915,Slab Stage - 500 to 600 sqm -SC,Eden/Con-500-600-1-SC,Number,0,1,1
916,Slab Stage - 600 - 700 sqm SC,Rawson/EvolutionSC-600-700-1,Number,0,1,1
917,Slab Stage - 600 to 700 sqm-SC,Eden/Con-600-700-1-SC,Number,0,1,1
918,Slab Stage - Single Storey Over 300sqm - SC,Clarendon-Single-Over300-1-SC,Number,0,1,1
919,Slab Stage - Single Storey Up to 300 sqm - SC,Clarendon-Single-Und300-1-SC,Number,0,1,1
920,Slab Stage - Unit/Townhouses - SC,Clarendon-Unit-1-SC,Number,0,1,1
921,Slab Stage - Up to 250 sqm -SC,Eden/Con-upto250-1-SC,Number,0,1,1
922,Slab Stage - Up to 250sqm SC,Masterton-New-upto250-1-SC,Number,0,1,1
923,Slab Stage - Up to 300 sqm - SC,Rawson/Evolution SC upto300-1,Number,0,1,1
924,Slab Stage -250 to 300sqm -SC,Eden/Con-250-300-1-SC,Number,0,1,1
925,Slab Stage -300 to 400 sqm-SC,Eden/Con-300-400-1-SC,Number,0,1,1
926,Slab Stage- Double Storey - Over 400 sqm - SC,Clarendon-Double-400-SC,Number,0,1,1
927,Supply & Install sqm of Masonary Wall Under 600,Landscape Block Wall under 600,Number,0,1,1
928,Timber Walls over 900 sqm,Landscape Timber Walls <  900m,Number,0,1,1
929,Bag Change Over 3m3 - Charge,Bag Change Over 3m3 - Charge,Number,0,1,1
930,Bag Change Over 3m3 - No charge,Bag Change Over 3m3-No charge,Number,0,1,1
931,Bag Pick up No Replacement 3m3 - Charge,BagPickupNoReplace3m3-Charge,Number,0,1,1
932,Bag Pick up No Replacement 3m3 - No Charge,BagPickupNoReplace3m3-NoCharge,Number,0,1,1
933,Brick/Cladding - Duplex/Unit,Metricon-Duplex/Unit-2,Number,0,1,1
934,Brick/Cladding - Duplex/Unit - SC,Metricon-Duplex/Unit-2-SC,Number,0,1,1
935,Brick/Cladding - Single Storey - SC,Metricon-Single-2-SC,Number,0,1,1
936,Brick/Cladding- Area B - Single Storey -SC,MOJO-B-S-2-SC,Number,0,1,1
937,Brick/Cladding- Area C - Double Storey - SC,MOJO-C-D-2-SC,Number,0,1,1
938,Brick/Cladding Stage - Area C - Single Storey - SC,MOJO-C-S-2-SC,Number,0,1,1
939,Brick/Cladding Stage - Double Storey -SC,Metricon-Double-2-SC,Number,0,1,1
940,Brick/Cladding-Area B - Single Storey,MOJO-B-S-2,Number,0,1,1
941,Final Stage - Area B - Single Storey,MOJO-B-S-4,Number,0,1,1
942,Final Stage - Area B - Single Storey -SC,MOJO-B-S-4-SC,Number,0,1,1
943,Final Stage - Area C - Single Storey -SC,MOJO-C-S-4-SC,Number,0,1,1
944,Final Stage - Area C- Double Storey - SC,MOJO-C-D-4-SC,Number,0,1,1
945,Final Stage - Duplex/Unit,Metricon-Duplex/Unit- 4,Number,0,1,1
946,Final Stage - Duplex/Unit - SC,Metricon-Duplex/Unit -4 -SC,Number,0,1,1
947,Final Stage - Single Storey - SC,Metricon-Single-4-SC,Number,0,1,1
948,Final Stage-Double Storey - SC,Metricon-Double-4-SC,Number,0,1,1
949,Gyprock Stage - Area B - Single Storey,MOJO-B-S-3,Number,0,1,1
950,Gyprock Stage - Area C - Double Storey - SC,MOJO-C-D-3-SC,Number,0,1,1
951,Gyprock Stage - Area C - Single Storey - SC,MOJO-C-S-3-SC,Number,0,1,1
952,Gyprock Stage - Double Storey - SC,Metricon-Double-3-SC,Number,0,1,1
953,Gyprock Stage - Duplex/Unit,Metricon-Duplex/Unit-3,Number,0,1,1
954,Gyprock Stage - Single Storey - SC,Metricon-Single-3-SC,Number,0,1,1
955,Gyprock Stage-Duplex/Unit -SC,Metricon-Duplex/Unit-3-SC,Number,0,1,1
956,Gyprock Stage - Area B - Single Storey - SC,MOJO-B-S-3-SC,Number,0,1,1
957,Slab Stage - Area B - Single Storey,MOJO-B-S-1,Number,0,1,1
958,Slab Stage - Area B - Single Storey - SC,MOJO-B-S-1-SC,Number,0,1,1
959,Slab Stage - Area C- Single Storey- SC,MOJO-C-S-1-SC,Number,0,1,1
960,Slab Stage - Double Storey - SC,Metricon-Double-1-SC,Number,0,1,1
961,Slab Stage - Duplex/Unit,Metricon-Duplex/Unit-1,Number,0,1,1
